appid,name,developer,genres_steam,price,country
2256780,Gachi: Christmas Party 🎄,Octo Games,"Casual, Indie",1.46,España
597090,Comit the Astrodian 2,LunarCore Games,Indie,0.49,España
374010,Sherlock Holmes Consulting Detective: The Case of the Mummy's Curse,Zojoi,Aventura,3.29,Japón
381120,Shoppe Keep,Strange Fire,"Aventura, Indie, Rol, Simuladores",3.99,Suiza
355050,Sky Force Anniversary,Infinite Dreams,"Acción, Indie",9.75,España
1526180,Hide and Seek,Lucky Dog,"Aventura, Indie, Multijugador masivo, Rol",2.99,Estados Unidos
582500,We Were Here,Total Mayhem Games,"Acción, Aventura, Indie, Free to Play",0.0,España
321560,The Sun and Moon,Daniel Linssen,"Acción, Indie",6.99,Países Bajos
940790,Gnomes Garden: Halloween,Toyman,"Casual, Estrategia",8.79,Estados Unidos
39540,SpellForce - Platinum Edition,Phenomic,"Acción, Rol",9.99,Alemania
1831050,LIP! Lewd Idol Project Vol. 1 - Hot Springs and Beach Episodes,Toffer Team,"Aventura, Casual, Indie, Simuladores",3.99,Estados Unidos
828900,The Stillness of the Wind,Memory of God,"Aventura, Indie",1.91,Suiza
244090,Sid Meier’s Ace Patrol: Pacific Skies,Firaxis Games,"Casual, Estrategia",4.99,Reino Unido
370660,Opaline,Warfare Studios,"Aventura, Casual, Indie, Rol",9.99,Irlanda
681090,Funtoon's World,Yash Future Tech Solutions Pvt Ltd,"Acción, Aventura, Indie",3.99,India
517360,The Secret Order 4: Beyond Time,Sunward Games,"Aventura, Casual",3.69,España
1385380,Across the Obelisk,Dreamsite Games,"Aventura, Indie, Rol, Estrategia",19.99,España
1374840,Dark Deity,Sword & Axe LLC,"Aventura, Indie, Rol, Estrategia",22.99,Estados Unidos
966530,You have a drunk friend,PhyzixMind,"Acción, Aventura, Casual, Indie, Simuladores",0.79,Suiza
305380,Blue Estate The Game,HE SAW,Acción,1.03,Hong Kong
616490,Post War Dreams,Playstige Interactive,"Acción, Indie",7.39,México
275100,Shelter 2,Might and Delight,"Aventura, Casual, Indie",24.5,Dinamarca
401170,Birth of Shadows®,"Precision Games, LLC","Acción, Indie, Rol, Estrategia",2.49,Estados Unidos
746340,HeadSquare - Multiplayer VR Ball Game,Made In Holo,"Acción, Deportes",1.99,España
2153880,A Week,KINYA,"Aventura, Casual, Indie",0.99,México
308580,Orborun,Tiny Lab Productions,"Acción, Indie, Carreras",5.99,México
649150,Phobia,VGstudio,"Violencia, Sangrientos, Acción, Indie",5.89,Dinamarca
428410,PRiO,DanielDavisGames,"Acción, Aventura, Indie",5.99,Estados Unidos
495010,Ranger of the jungle,miqu studio,"Casual, Indie, Estrategia",3.99,España
569380,Alicia Griffith – Lakeside Murder,Agrostemma,"Aventura, Casual",9.99,Suiza
1129660,Runefall 2,Playcademy,Casual,8.19,España
356100,Fuego!,radiostatic,"Casual, Indie, Estrategia",4.99,Suiza
461390,Bulby - Diamond Course,Rafael Senne,"Aventura, Indie",1.99,Alemania
1528010,Faylinn's Quest,DDreams Games,"Aventura, Indie, Rol, Simuladores",9.99,España
506730,Dinosaur Forest,Racing Bros,"Acción, Indie",0.99,España
542240,TZOMPANTLI,Deathly Ideas,"Desnudos, Violencia, Acción, Indie, Acceso anticipado",8.19,España
726760,Boy Next Door,"Nikita ""Ghost_RUS""","Desnudos, Aventura, Casual, Indie",0.49,Rusia
333430,Sinking Island,White Birds Productions,Aventura,7.99,Reino Unido
509600,Battle Time,Foggybus,"Acción, Aventura, Estrategia",0.99,Reino Unido
1134700,Wild Terra 2: New Lands,Juvty Worlds,"Acción, Indie, Multijugador masivo, Rol",33.99,España
18020,"Precipice of Darkness, Episode Two",Hothead Games,"Aventura, Rol",7.99,Canadá
259740,Nightmares from the Deep: The Cursed Heart,Artifex Mundi,"Aventura, Casual",0.0,España
555510,MachiaVillain,Wild Factor,"Indie, Simuladores, Estrategia",19.99,Suiza
553350,Space Ghost Pirate Zombie Slayer,Brandon Brizzi,"Acción, Indie",1.59,Canadá
1377360,Vampires' Melody,AsicxArt,"Aventura, Casual, Indie, Rol",3.99,España
340300,Teddy Floppy Ear - Mountain Adventure,Forever Entertainment S. A.,"Aventura, Casual, Indie",0.0,Reino Unido
1005930,Timeflow – Life Sim,Digital Geckos,"Indie, Rol, Simuladores, Estrategia, Acceso anticipado",11.99,España
777380,Fleets of Ascendancy,desaccord art,"Indie, Estrategia",3.99,Francia
1395560,Kandidatos,Shaikonina Games,"Acción, Indie",0.99,Rusia
347610,Hidden Object Bundle 4 in 1,Alawar Casual,Casual,7.99,Alemania
840710,Trivia Vault: Tennis Trivia,Ripknot Systems,"Acción, Casual, Simuladores",13.79,Suiza
343930,Fort Defense,Creobit,"Aventura, Casual, Indie, Rol, Estrategia",14.79,España
945160,Angelo and Deemon: One Hell of a Quest,Specialbit Studio,"Aventura, Indie",7.49,Bulgaria
454730,World Of Undead,ZK-Tech,"Acción, Indie, Estrategia",4.99,Hong Kong
12640,Drakensang,Radon Labs,Rol,9.99,Suiza
385710,INK,ZackBellGames,"Acción, Aventura, Indie",4.99,Estados Unidos
48700,Mount & Blade: Warband,TaleWorlds Entertainment,"Acción, Rol",19.99,Francia
1244800,Terraformers,Asteroid Lab,Estrategia,19.99,España
214510,LEGO® The Lord of the Rings™,Traveller's Tales,"Acción, Aventura",19.99,Reino Unido
539470,Police Stories,HypeTrain Digital,"Acción, Indie, Simuladores, Estrategia",3.99,Reino Unido
581380,Clockwise,pheenix93,"Aventura, Indie",1.79,España
1785000,Mokoko X,NAISU,"Acción, Casual, Indie",4.87,España
745620,Soul Survival VR,Soultek Studio,"Acción, Indie",2.49,México
429160,Cyborg Rage,Ragiva Games,"Acción, Indie",0.0,España
283430,Litil Divil,Gremlin Interactive,"Acción, Aventura",2.99,Reino Unido
628560,Bebop and Tempo,Brandon Dominguez,"Acción, Aventura",2.39,México
505630,Let Them Come,Tuatara Games,"Acción, Indie",1.55,Nueva Zelanda
342580,12 Labours of Hercules,Jetdogs Studios,"Casual, Estrategia",2.99,México
260190,Marc Eckō's Getting Up: Contents Under Pressure,The Collective,"Acción, Aventura",14.79,Reino Unido
522010,Lost Crew,Gamecosm,"Acción, Aventura, Casual, Indie, Simuladores",1.99,España
360870,Ultimate Tic-Tac-Toe,Tigerish Games,"Casual, Free to Play",0.0,España
111400,Bunch of Heroes,Nimble Giant Entertainment,"Acción, Indie",4.99,Reino Unido
362930,Garfield Kart,Artefacts Studio,Carreras,4.99,España
447310,Paper Train Traffic,isTom Games Kft.,"Casual, Indie, Simuladores",14.79,Hungría
368720,Sirius,Digital Dawn Studios,"Acción, Aventura, Indie, Simuladores, Acceso anticipado",0.0,España
32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,LucasArts,Acción,19.5,Estados Unidos
552200,peakvox Mew Mew Chamber for Steam,peakvox,"Acción, Casual, Indie",2.99,Alemania
292300,Spy Fox In: Hold the Mustard,Humongous Entertainment,"Aventura, Casual",4.99,Estados Unidos
297080,Navpoint,Ross Edgar,"Casual, Indie, Estrategia",0.84,Reino Unido
237950,UFO: Afterlight,Altar Games,"Indie, Estrategia",1.19,España
371550,A Bastard's Tale,No Pest Productions,"Acción, Aventura, Indie",4.99,México
620340,Cubrick,热泉 RedSpring,"Casual, Indie, Estrategia",1.99,China
350500,Fly in the House,Mykhail Konokh,"Acción, Indie, Simuladores",8.99,Ucrania
622890,NecroWorm,postpunkpl,"Acción, Casual, Indie",4.99,Polonia
1167950,Vampire's Fall: Origins,Early Morning Studio,"Indie, Rol",1.49,España
288630,Sharpe Investigations: Death on the Seine,Icarus Games,"Aventura, Casual",6.99,Reino Unido
494840,UBOAT,Deep Water Studio,"Acción, Indie, Rol, Simuladores, Estrategia",8.69,Reino Unido
821250,Flotsam,Pajama Llama Games,"Indie, Simuladores, Estrategia",13.79,España
3346610,ZAMOK,HouseInMotion,"Aventura, Indie",4.99,Irlanda
235320,Original War,Altar Games,"Indie, Estrategia",1.99,España
2549760,Rebellion: The Beginning,AGHAMUS,Aventura,2.8,España
200490,Memento Mori,Bohemia Interactive,Aventura,1.99,RepúblicaCheca
42980,Victoria I Complete,Paradox Development Studio,Estrategia,9.99,RepúblicaCheca
335840,Goats on a Bridge,Cabygon,"Acción, Casual, Indie",4.99,Suiza
589470,Myrne: The Quest,Beldarak Games,"Acción, Indie, Rol",4.99,España
714080,BLACK CLOVER: QUARTET KNIGHTS,"ILINX, Inc.",Acción,49.99,Estados Unidos
525660,Moonlit Mayhem™,Bloodmane Interactive,"Acción, Aventura, Indie",0.0,España
1881140,SQUID GIRLS 18+,Squid Developer,"Acción, Aventura, Casual, Indie, Simuladores, Deportes",5.69,España
243020,Pandemonium,Crystal Dynamics,Sin Género,5.99,Estados Unidos
613730,Need For Drink,Room710Games,"Acción, Aventura, Casual, Simuladores",0.99,España
534200,Ultimate Solid,What The Fantastic Games Group,"Acción, Aventura, Indie",4.99,Reino Unido
33220,Tom Clancy's Splinter Cell Conviction™,Ubisoft Montreal,Acción,2.49,Canadá
206250,Cladun X2,System Prisma,"Acción, Indie, Rol",9.99,Suiza
895420,Path of Sin: Greed,Cordelia Games,"Aventura, Casual",4.43,España
409100,The Purring Quest,Valhalla Cats,Indie,9.75,Noruega
2052970,STRIDEN,5 Fortress,"Acción, Acceso anticipado",9.75,Suiza
491390,Alchemist Penguin,"Foot in the Box, LLC","Acción, Indie",1.99,Estados Unidos
1161830,Age of Reforging: The Freelands,PersonaeGame Studio,"Aventura, Indie, Rol, Estrategia",28.99,España
2296270,Sex Adventures - The Job Promotion,EroticGamesClub,"Casual, Indie",2.99,España
3401000,Car Mechanic Shop Simulator,Digital Melody,"Casual, Indie, Simuladores",3.9,España
452450,Rising Islands,Lone Hero Studios,"Aventura, Indie",9.99,España
301970,Screencheat,Samurai Punk,"Acción, Indie",14.79,Japón
104600,Portal 2 - The Final Hours,Geoff Keighley,Sin Género,1.59,Estados Unidos
1279630,Vampire: The Masquerade - Shadows of New York,Draw Distance,Indie,2.15,Reino Unido
418260,Gumball Drift,Ghost Machine,"Acción, Carreras, Deportes",8.19,España
729660,Blackout Z: Slaughterhouse Edition,NukGames,"Acción, Indie",4.99,Chipre
672880,SuperWurfels,AfroDieter,"Acción, Casual, Indie",0.79,Nigeria
755470,The World Next Door,Rose City Games,"Acción, Aventura, Indie",4.99,Estados Unidos
843260,The Bard's Tale Trilogy,Krome Studios,Rol,12.49,México
381010,Orion: A Sci-Fi Visual Novel,Cylight Studios,"Aventura, Casual, Simuladores",4.99,España
1666250,Circus Electrique,Zen Studios,"Indie, Rol, Estrategia",19.99,Estados Unidos
1767480,Busty Balls Brick Breaker,Dual Arcade,"Casual, Indie",3.99,España
654440,Isotiles - Isometric Puzzle Game,Robert Alvarez,"Casual, Indie, Estrategia",1.99,México
325160,Bik - A Space Adventure,Zotnip,"Aventura, Indie",3.99,Suiza
809700,CubeRun,Gunnevik,"Casual, Indie, Carreras",1.99,Suecia
2199930,DreamWorks Trolls Remix Rescue,Petit Fabrik,"Acción, Aventura",7.49,Suiza
65740,Carrier Command: Gaea Mission,Bohemia Interactive,"Acción, Estrategia",4.99,RepúblicaCheca
351860,Cultures - Northland,Funatics Software,Estrategia,4.99,Estados Unidos
1285670,Post Void,YCJY Games,"Acción, Indie",2.99,China
1698350,Full Metal Sergeant,CarloC,"Indie, Simuladores, Estrategia",9.99,Suiza
427940,Industries of Titan,Brace Yourself Games,"Acción, Indie, Simuladores, Estrategia",28.99,Reino Unido
908990,Steel Vampire,Akiragoya,"Acción, Casual, Indie",9.75,Japón
2328740,LustyVerse: Passion on Display,Inceton Games,"Aventura, Casual, Indie, Rol",14.79,Reino Unido
39530,Painkiller: Black Edition,People Can Fly,Acción,9.99,España
1018010,Castlevania Anniversary Collection,KONAMI,"Acción, Aventura, Carreras, Rol, Simuladores, Deportes",19.99,Japón
375200,Sakura Fantasy,Winged Cloud,"Casual, Indie",9.99,Singapur
451350,Tropical Fish Shop 2,Rainbow Games,Casual,3.99,Japón
796130,Virus Petya,Laush Dmitriy Sergeevich,"Aventura, Indie, Simuladores",10.79,Rusia
615490,I'm Awesome,Desconocido,"Contenido sexual, Violencia, Acción, Casual, Indie",1.99,Desconocido
8100,Conflict: Denied Ops,Pivotal Games,Acción,5.99,Reino Unido
353640,Train Valley,Alexey Davydov,"Acción, Aventura, Casual, Indie, Simuladores, Estrategia",9.99,Rusia
331980,Last Inua,Glowforth,"Aventura, Casual, Indie",6.99,Reino Unido
589740,Blue Horizon,Deleted,"Acción, Aventura, Indie, Rol",0.0,Desconocido
706690,Megatronic Void,Firestorm Entertainment,"Acción, Indie",4.99,España
263300,BlazBlue: Calamity Trigger,Arc System Works,Acción,8.99,Japón
332310,LEGO® Worlds,TT Games,Aventura,29.99,Reino Unido
495820,Lil Tanks,Lead Money Games,"Acción, Indie",4.25,Malasia
272330,Shadow Blade: Reload,Dead Mage,"Acción, Indie",8.19,Chipre
2382140,1001 Jigsaw. World Tour Thailand,8floor,Casual,14.79,España
786080,Grim Facade: A Wealth of Betrayal Collector's Edition,AMAX Interactive,"Aventura, Casual",19.5,España
361320,Casino Inc.,Hothouse Creations Ltd,"Simuladores, Estrategia",5.21,Reino Unido
261510,Tesla Effect: A Tex Murphy Adventure,Big Finish Games,"Aventura, Indie",19.99,Reino Unido
619480,"Rock, Ken, Bo",Xelphyre Games,"Acción, Indie",3.99,España
611690,Invicta Beam,B06 Games,"Acción, Indie",8.19,España
343710,Kholat,IMGN.PRO,"Aventura, Indie",3.05,Alemania
399790,Destiny Warriors RPG,ninjalex,"Aventura, Indie, Rol",1.99,Reino Unido
703360,Stickman Annihilation 2,Hype ProductionZ,"Acción, Casual, Indie, Simuladores",1.99,México
275490,Canyon Capers,CrazyMoo Games,"Acción, Casual, Indie",5.99,Taiwán
448560,Mind Games,AK Games,Indie,4.99,España
290280,Volt,Quantized Bit,"Acción, Indie",0.99,España
551930,Skater 2D,Mihai Morosanu,"Indie, Simuladores, Deportes",0.99,Rumanía
709870,West of Red,Racing Bros,"Acción, Indie, Simuladores",0.99,España
329440,Sonic Lost World,Sonic Team,Aventura,29.99,Estados Unidos
602200,Dreamlike Worlds,JustForward,"Acción, Aventura, Casual, Indie",0.99,Suiza
333640,Caves of Qud,Freehold Games,"Aventura, Indie, Rol, Estrategia",28.99,Reino Unido
573360,Warka Flarka Flim Flam,Cabbibo,"Casual, Indie",1.99,España
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising",Relic Entertainment,Estrategia,0.0,Canadá
801500,WannaMine,What a Studio,"Casual, Indie, Simuladores",24.5,España
261550,Mount & Blade II: Bannerlord,TaleWorlds Entertainment,"Acción, Indie, Rol, Simuladores, Estrategia",49.99,Francia
602930,Wordlase,DeXP,"Casual, Indie",2.99,España
514920,Crash Wheels,Quiet River,"Indie, Carreras",4.99,Suiza
774451,Among the Dead,morojenoe's empire,"Aventura, Casual",4.99,Rusia
407340,Strawberry Vinegar,ebi-hime,"Aventura, Casual, Indie",9.99,Japón
276810,Mordheim: City of the Damned,Rogue Factor,"Rol, Estrategia",1.99,Irlanda
494290,MiDZone,NFA,"Acción, Indie",2.99,Francia
691160,Electronauts - VR Music,Survios,"Casual, Indie",16.79,Luxemburgo
290300,Rebel Galaxy,Double Damage Games,"Acción, Aventura, Indie, Rol, Simuladores",16.79,España
3267900,Click and Conquer,SOCKHOUSE STUDIOS,"Casual, Simuladores, Estrategia",3.99,España
2187290,Wall World,Alawar,"Acción, Aventura, Indie, Estrategia",6.89,Ucrania
388540,Dr. Bulbaceous,Wetgenes,"Casual, Indie",3.99,España
740070,Dead Link: Pages Torn,phime studio LLC,"Aventura, Casual, Indie",3.99,Estados Unidos
1604030,V Rising,Stunlock Studios,"Acción, Aventura, Multijugador masivo",34.99,Suecia
383870,Firewatch,Campo Santo,"Aventura, Indie",19.5,Argentina
939400,LoveChoice 拣爱,Akaba Studio,"Aventura, Indie, Rol, Simuladores",1.99,España
1581770,SpellForce: Conquest of Eo,Owned by Gravity,"Rol, Estrategia",29.99,Suiza
1748390,Rocket Bot Royale,Winterpixel Games,"Acción, Indie, Multijugador masivo, Estrategia",2.39,España
951530,Alien Shooter - Last Hope,Sigma Team Inc.,"Acción, Indie, Rol",4.99,Estados Unidos
289220,BorderZone,Saturn-plus,"Acción, Rol",2.99,España
364830,BLEAK: Welcome to Glimmer,"Novelline, Inc.","Acción, Indie",0.0,Estados Unidos
398970,none,none,"Aventura, Indie, Multijugador masivo, Rol, Estrategia",0.0,Desconocido
849680,TimeTekker,Artii Games LLC,"Acción, Indie",0.0,Estados Unidos
733050,Lines Infinite,Konstructors,"Casual, Indie, Estrategia",1.99,España
1796210,Roads Of Rome: Portals Collector's Edition,Qumaron,"Aventura, Casual, Simuladores, Estrategia",4.99,Islas Vírgenes Británicas
766560,The Fruitless Flower 雾雨中的徒花,凝冰剑斩,"Indie, Rol",0.99,China
867540,Honor Cry: Aftermath,SimProse Studios,"Aventura, Indie, Rol",0.49,México
339710,Cyber Chicken,WHOA!,"Acción, Aventura, Indie",0.79,Estados Unidos
301650,Battlezone 98 Redux,Big Boat Interactive,"Acción, Estrategia",19.99,Estados Unidos
768020,The mysterious ship（诡船谜案）,魂动天下,"Aventura, Casual, Indie, Simuladores",1.59,China
2595210,SGS Battle For: Madrid,Strategy Game Studio,Estrategia,19.99,España
717330,Halloween Pumpkin Story,Dnovel,"Acción, Aventura, Casual, Indie",0.49,Suiza
776340,Gay World,"Nikita ""Ghost_RUS""","Casual, Indie, Simuladores",0.49,Rusia
715090,Rescue Team 4,Rionix,"Aventura, Casual",3.99,Hong Kong
557730,I Hate Santa,VirtualRock VR,"Acción, Casual, Indie",2.99,España
890720,In Other Waters,Jump Over The Age,"Aventura, Indie",3.69,Estados Unidos
508180,Fly and Destroy,EGAMER,"Acción, Aventura, Casual, Indie, Estrategia",0.49,Malta
253790,rymdkapsel,grapefrukt games,"Indie, Estrategia",7.79,España
464070,Diorama Battle of NINJA　虚拟3D世界 忍者之战,"X-STREAM DIGITAL Co., Ltd.","Acción, Casual, Indie",6.99,China
80330,The Blackwell Legacy,Wadjet Eye Games,"Aventura, Indie",4.49,Estados Unidos
12120,Grand Theft Auto: San Andreas,Rockstar Games,Acción,0.0,Estados Unidos
1469690,Drift King,Giorgi Abelashvili,Carreras,0.99,Georgia
392280,The Franz Kafka Videogame,Denis Galanin (mif2000),"Aventura, Indie",6.99,España
244450,Men of War: Assault Squad 2,Digitalmindsoft,"Acción, Simuladores, Estrategia",29.99,España
1357840,Salthe,Soiree,Aventura,12.49,España
771410,You Will Never Get This Achievement,Maximilian Ritters,"Casual, Indie",0.99,Alemania
317400,Portal Stories: Mel,Prism Game Studios Ltd.,"Acción, Aventura, Free to Play",0.0,Reino Unido
455120,Stay Close,Blind Bird,"Acción, Aventura, Indie",8.79,España
457490,"Forgotten, Not Lost - A Kinetic Novel",Afterthought Studios,"Casual, Indie, Rol, Simuladores",1.99,España
1592280,Selaco,Altered Orbit Studios,"Acción, Aventura, Indie, Acceso anticipado",24.5,España
2076030,THE FATE OF MIRADOR CHAPTER ONE,OneManVN,"Aventura, Casual, Indie, Rol, Simuladores, Estrategia",5.89,Vietnam
253030,Race The Sun,Flippfly LLC,"Acción, Indie, Carreras",9.75,Estados Unidos
1300700,Kingdom Wars 4,Reverie World Studios,"Acción, Indie, Rol, Simuladores, Estrategia",13.99,España
356460,Drive!Drive!Drive!,different cloth,"Acción, Indie, Carreras",8.19,Suiza
1426090,¡Secuestrado por mi hermana yandere!,Norn,Casual,9.99,Suiza
530010,Water Heroes: A Game for Change,Classplash,Indie,4.99,España
57680,The First Templar - Steam Special Edition,Haemimont Games,"Acción, Aventura",9.99,España
1533470,TimeShifters,FossettGaming,"Acción, Indie",3.99,Reino Unido
822990,Spinnortality | cyberpunk management sim,James Patton,"Indie, Simuladores, Estrategia",9.99,Estados Unidos
370870,Dark Future: Blood Red States,Auroch Digital,"Indie, Estrategia",24.5,Reino Unido
517010,Aztecalypse,Displacement Studios,"Violencia, Sangrientos, Acción, Aventura, Indie",0.99,Luxemburgo
268050,The Evil Within,Tango Gameworks,Acción,19.99,Japón
349150,Dead TrailZ,"Galactic Bits, Inc","Acción, Indie, Acceso anticipado",2.99,Estados Unidos
2004590,Conbunn Cardboard,Keiby,"Aventura, Casual, Indie",4.54,México
618750,Choose Wisely,ID Card,"Aventura, Indie, Rol, Simuladores, Estrategia",9.99,Estados Unidos
652910,Delay,Matt Frank,"Acción, Indie",1.99,Estados Unidos
450110,Amigdala,GuidiGermano,"Acción, Aventura, Indie",0.0,Italia
60,Ricochet,Valve,Acción,4.99,Estados Unidos
816730,HeadON!,ZREALITY GmbH,"Acción, Casual, Indie, Deportes, Acceso anticipado",8.19,Alemania
671240,七个小矮人2 / Seven boys 2,橙光游戏,"Aventura, Casual, Indie, Rol, Simuladores, Estrategia",3.99,China
431950,Age of Fear 4: The Iron Killer,Leslaw Sliwko,"Indie, Rol, Estrategia",24.99,Polonia
405950,Lowglow,Rockodile,"Aventura, Casual, Indie",3.29,España
1200420,Awesome Pea 2,PigeonDev,Indie,4.99,España
1329450,Elly's Cake Cafe,Creobit,Casual,14.79,España
496650,Antihorror,HFM Games,"Acción, Indie",1.99,España
370220,Animal Gods,Still Games,"Acción, Aventura, Indie",9.99,Reino Unido
635730,Dragonia,Blue Studio,"Acción, Rol",0.0,España
299720,Terrorhedron Tower Defense,Dan Walters,"Casual, Indie, Estrategia",1.99,Estados Unidos
373610,Shoot 1UP DX,Mommy's Best Games,"Acción, Indie",5.89,España
884320,Love Vibe: Aria,Red Vibe Studio,"Aventura, Casual, Indie, Simuladores",14.79,México
3061910,Pirate Hunter,DIOsoft,"Acción, Aventura",1.37,España
316240,Professional Lumberjack 2015,PlayWay S.A.,Simuladores,19.99,Polonia
840930,Bing Bong XL,Adamvision Studios,"Acción, Casual, Indie",0.99,España
430210,Megaton Rainfall,"Pentadimensional Games, SL","Acción, Indie",15.99,España
259390,Ballpoint Universe - Infinite,Arachnid Games,"Acción, Indie",2.99,Irlanda
298360,Immortal Defense,Studio Eres,"Acción, Indie, Estrategia",6.99,México
247140,Soundodger+,Studio Bean,"Acción, Casual, Indie",7.99,España
366180,Disposable Heroes,Stake deep interactive,"Acción, Aventura, Casual, Indie",0.99,Suiza
546200,Gnomes Garden 3: The thief of castles,Creobit,"Casual, Estrategia",4.43,España
1086030,Dating Life: Miley X Emily,Dharker Studios,"Casual, Indie",1.49,Reino Unido
49600,Beat Hazard,Cold Beam Games,"Acción, Casual, Indie",9.75,España
487590,Pepe Porcupine,EnsenaSoft,Casual,0.79,México
300900,Hippocampal: The White Sofa,Freegamer,Indie,4.99,España
281940,Woolfe - The Red Hood Diaries,GRIN,"Acción, Aventura, Indie",9.75,España
404170,Battle Girls,Dharker Studios,"Aventura, Casual, Indie",1.95,Reino Unido
809470,Survivor Island,SGStudio Games,"Indie, Simuladores, Acceso anticipado",0.79,España
1005000,Argonauts Agency: Golden Fleece,Workroom7,"Casual, Simuladores, Estrategia",14.79,Reino Unido
372150,Yasai Ninja,Recotechnology S.L.,"Acción, Aventura, Indie",3.99,España
702310,Tricks and Treats,Notus Games Ltd,"Casual, Indie",9.99,Reino Unido
42910,Magicka,Arrowhead Game Studios,"Acción, Rol",9.99,Finlandia
727830,Reformers,RMking,"Aventura, Indie, Rol",7.9,Hong Kong
471270,Leave The Nest,Kaio Interactive,"Acción, Casual, Indie",0.0,México
3097560,Liar's Bar,Curve Animation,"Casual, Indie, Simuladores, Estrategia, Acceso anticipado",6.89,Reino Unido
407050,Mussoumano: Ataque dos Haters,Maqna Interactive Ltda,"Aventura, Indie, Acceso anticipado",4.99,Panamá
860950,Mark of the Ninja: Remastered,Klei Entertainment,"Acción, Indie",16.79,Estados Unidos
494580,STANDBY,Noclip,"Acción, Aventura, Indie, Carreras",0.71,España
2757030,Muse War,17Night,Casual,3.99,Japón
498700,The Ember Saga: A New Fire,TSGS,"Acción, Aventura, Indie, Rol, Acceso anticipado",0.99,España
588550,High Templar VR,VOLTHOLE Inc.,"Violencia, Acción, Aventura, Acceso anticipado",0.99,Estados Unidos
456690,Weather Lord: Following the Princess Collector's Edition,Alawar Casual,"Aventura, Casual, Estrategia",9.99,Alemania
656600,Slash It Ultimate,EGAMER,"Acción, Casual, Indie",29.99,Malta
1406850,The Legend of Tianding,Creative Games Computer Graphics Corporation,"Acción, Aventura, Rol",4.74,Estados Unidos
6060,"STAR WARS™ Battlefront II (Classic, 2005)",Pandemic Studios,Acción,9.75,Canadá
365590,Tom Clancy’s The Division™,Massive Entertainment,"Acción, Aventura, Rol",2.99,Suecia
25830,Knights of Honor,Black Sea Studios Ltd,Estrategia,9.99,Bulgaria
645360,Cube XL,Timberwolf Studios,"Casual, Indie",4.99,España
292420,Panzer Elite Action Gold Edition,Zootfly,"Acción, Simuladores",9.99,España
300540,Sweet Lily Dreams,RosePortal Games,"Aventura, Indie, Rol",14.79,España
781830,Survival Space: Unlimited Shooting,90E GAMES,"Acción, Aventura, Casual, Indie, Simuladores",0.49,España
772610,Q-YO Blaster,TEAM Black Hat Robot,"Acción, Aventura, Indie",9.75,España
377680,Sakura Beach,Winged Cloud,"Indie, Simuladores",9.99,Singapur
1401730,Crashlands 2,Butterscotch Shenanigans,"Acción, Aventura, Indie, Rol",24.5,Estados Unidos
326460,ShellShock Live,kChamp Games,"Acción, Casual, Indie, Multijugador masivo, Estrategia",9.75,España
553660,PWND,Skydance Interactive,"Acción, Casual, Free to Play, Indie",0.0,Reino Unido
661920,Claybook,Second Order,"Acción, Casual, Indie",8.19,Suiza
908750,Death Race VR,Renderise,Acción,3.99,Reino Unido
277390,VIDEOBALL,"Action Button Entertainment, LLC","Acción, Indie, Deportes",7.99,Estados Unidos
1303660,Geometric Sniper,YAW Studios,"Acción, Casual, Indie",1.99,México
392070,Pumped BMX +,Yeah Us!,"Indie, Deportes",9.99,Estados Unidos
311100,Echelon: Wind Warriors,MADia Entertainment,"Acción, Simuladores",3.99,México
212700,Party of Sin,Crankshaft Games,"Acción, Aventura, Indie",5.3,España
550650,Black Squad,VALOFE,"Acción, Free to Play",0.0,España
766850,Vaporwave Simulator,ETGgames,"Casual, Indie, Simuladores",0.99,España
538920,Fiery Disaster,Vogelfänger,"Acción, Casual, Indie, Estrategia",1.99,Alemania
1008520,Mahjong Strip Solitaire: Harem Guild,Cherry Kiss Games,Casual,0.99,España
1110690,Banter Schooldays!!三〇一室无一人,Lingtan Studio,"Aventura, Indie",3.29,China
754800,Yashik,KGourmet,"Casual, Indie",4.99,Estados Unidos
289500,UFO: Aftershock,ALTAR Interactive,Estrategia,3.99,México
623700,Rec Center Tycoon - Management Simulator,Jarrod Brown,"Casual, Indie, Simuladores, Estrategia, Acceso anticipado",9.99,Estados Unidos
211260,They Bleed Pixels,Spooky Squid Games Inc.,"Acción, Indie",9.75,Reino Unido
99300,Renegade Ops,Avalanche Studios,Acción,12.99,Estados Unidos
738920,Sexy Serial Killer,Disturbing Excitement,"Acción, Aventura",2.99,Reino Unido
356580,Aerannis,ektomarch,"Acción, Indie",1.29,España
556280,Neon Prism,EGAMER,"Acción, Casual, Indie",1.49,Malta
343770,Rotieer,Enzo Whyte,"Casual, Indie",2.39,Nueva Zelanda
827420,Coin Pusher,RewindApp,"Casual, Indie, Simuladores, Estrategia",0.55,Estados Unidos
1197700,Hermes: War of the Gods,Platinum Games,"Aventura, Casual, Indie",5.69,Japón
2881650,Content Warning,Wilnyl,"Acción, Aventura, Indie",5.24,Países Bajos
958320,A Front Too Far: Normandy,Marco Amadei,"Acción, Aventura, Indie, Rol, Estrategia",5.89,Brasil
680390,Hidden Dragon: Legend,MegaFun Games Ltd.,"Acción, Indie",14.99,Malasia
